date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2024-12-28,46965,46869,54251,65140,2129,23578,39222,33086,12353,22340,5323,2811,2349,766,3304,4659,5792,3103,246,3817,464,838,569,66,96,77,75
2024-12-29,18303,63450,17373,2317,62032,73898,67507,10140,34690,31376,5471,5063,5542,9692,3954,7544,8553,4129,2559,1943,348,183,209,80,30,12,16
2024-12-30,34071,85687,55202,84467,64837,67592,433,10933,84813,1310,808,8871,1096,9171,7562,8884,3508,6484,5334,6745,432,971,308,98,95,90,11
2024-12-31,35327,96315,50143,20206,7932,8988,36264,57903,44283,79535,4414,7210,7445,6147,5351,558,3252,730,7025,6593,993,346,71,61,98,60,15
2025-01-01,14462,23961,11850,58917,76213,16329,40438,65310,89607,17340,6461,8442,9696,2634,2388,2540,191,6655,8112,6270,488,364,970,25,38,10,40
2025-01-02,96404,64662,92210,99039,2542,91158,26937,2514,44417,55864,6570,2854,3591,7744,7983,8312,7627,7436,2938,8100,191,798,368,63,73,66,86
2025-01-03,75406,90452,47297,54707,83446,84616,55020,37505,37274,64521,2675,3639,7203,662,1197,5732,9750,4562,9880,4500,682,709,781,30,51,44,29
2025-01-04,42901,74233,48034,71891,34897,91612,51083,26183,65426,98991,8422,2213,8696,7427,998,6633,3330,7931,7757,3894,618,585,617,62,61,54,31
2025-01-05,21251,85420,63358,13435,48213,98853,94393,86758,67052,58519,6881,6185,8417,1916,3873,6715,6354,7518,725,6980,271,170,986,6,90,23,19
2025-01-06,62708,26920,92338,58151,55398,89663,71876,89981,27657,57431,6579,3053,1649,5825,8123,7529,1759,2983,9008,146,34,953,653,92,5,62,91
2025-01-07,91787,7070,21007,84703,79535,10529,51094,84405,26436,3694,4225,7599,3012,7402,509,7620,5015,3481,3793,8661,572,442,369,89,1,73,47
2025-01-08,18815,52979,69958,31176,63936,83814,99816,27949,20827,58184,2029,5588,2618,3450,2431,1409,137,4123,189,1089,543,713,648,87,32,69,86
2025-01-09,27229,15975,62766,94319,11114,16859,36682,39533,57045,10557,9286,2317,1025,6726,162,5427,3772,257,9194,3546,53,160,794,37,33,85,28
2025-01-10,65219,93641,83407,91579,66391,48893,25011,39708,13428,57610,5652,8156,777,6427,4317,8010,5905,9948,5434,2792,764,142,657,95,41,56,54
2025-01-11,42695,12877,87021,18340,13551,61307,79594,87441,39319,95111,5339,4385,1652,5975,8766,5646,7877,4058,9669,3639,289,716,223,68,85,90,76
2025-01-12,12352,26503,82489,60939,43648,92896,86188,82027,24900,15987,3993,3422,5662,3991,5654,9358,9702,6929,7499,3752,567,338,187,94,24,71,45
2025-01-13,35675,94675,34443,92946,28149,69910,25010,28210,14861,52627,4321,9440,2488,9050,3199,4851,1316,3995,47,6708,287,886,813,97,22,58,88
2025-01-14,58617,37021,278,31762,93528,89845,51572,86390,87337,31351,9954,3162,5342,5621,4875,7395,402,950,3050,2607,863,661,104,55,39,66,37
2025-01-15,91182,8091,35179,3315,47950,74647,29496,24866,29659,70313,7925,7766,4147,3651,9724,4799,7339,8626,8774,4808,381,515,169,50,55,18,59
2025-01-16,27233,72386,29513,45763,20319,34593,57200,93370,78494,65788,7430,9871,9189,7139,4668,6352,296,2553,5986,1668,84,928,612,17,58,51,74
2025-01-17,16256,66008,79126,99115,57375,41790,44586,23229,50136,8420,5033,8982,7706,2139,3568,7587,9150,5080,1416,7709,441,463,430,99,63,50,18
2025-01-18,64558,37922,18957,42529,60719,65123,43313,86410,31439,60614,4594,8653,6943,1927,7794,9534,9390,8273,8726,6727,344,453,590,9,58,23,88
2025-01-19,53292,63986,7718,343,96839,89209,80977,90622,77300,65137,5544,9610,4074,8831,1956,6041,6399,6463,6071,7365,678,940,898,31,14,60,68
2025-01-20,12050,36546,11172,99417,75388,87358,51987,25277,43164,37345,8975,5630,4329,4120,4829,6476,969,6570,8201,1659,519,390,832,49,79,93,16
2025-01-21,99969,30787,11308,54163,44492,79071,45381,28403,10161,61995,6154,1880,5025,4813,5148,7109,624,5293,9123,7983,983,462,802,41,0,68,59
2025-01-22,14511,59588,23250,85806,47072,74545,37881,21675,36841,51521,205,5893,5600,8871,2113,1959,5565,6103,467,6664,740,940,230,59,60,11,72
2025-01-23,76023,50662,82170,55503,41005,30746,80279,53147,85091,97540,5499,8566,6752,320,5878,751,670,4971,3080,635,323,264,467,67,86,8,56
2025-01-24,80450,48108,23910,47925,75499,16208,43857,61489,72286,51101,1345,5484,1737,7388,168,997,0,1917,5727,9195,632,668,447,2,16,22,74
2025-01-25,61607,65693,52079,94087,42038,33724,57333,53182,9702,20300,5588,7101,7707,4506,6164,591,5419,1968,5228,3500,555,313,158,19,35,46,98
2025-01-26,20446,53455,86924,60026,95003,25084,60420,83881,42031,65231,3912,5124,4661,3179,3141,3911,5842,7414,1287,9893,491,968,932,28,25,51,56
2025-01-27,31409,11776,49551,71865,10761,51341,21302,67817,98261,42768,1673,1530,6219,8779,1978,5559,591,2905,2248,1336,437,35,810,7,3,75,67
2025-02-01,5164,95269,60641,45366,84115,64741,16109,59471,44037,86894,32,1439,6065,4855,5656,2955,8623,5058,4198,7061,432,274,371,69,21,29,25
2025-02-02,61517,88797,19774,13369,85261,68971,53584,32874,20661,74212,4392,7548,3158,8194,4298,1382,1545,1024,6171,1744,325,703,938,97,52,60,41
2025-02-03,46386,27599,22742,42553,83599,53259,21305,74196,98811,95270,3159,876,8146,1694,6753,8546,9450,3573,9700,5650,318,919,57,60,97,63,79
2025-02-04,98201,87690,81899,90158,63831,38219,32101,36530,70854,62829,6780,7209,9538,7111,6916,4797,3221,9260,1665,654,266,975,683,91,44,80,56
2025-02-05,1847,64904,22185,72454,74390,3882,95375,14818,30741,87676,1133,7324,8645,7791,3697,7864,7932,5755,5356,602,614,923,186,30,86,25,96
2025-02-06,4217,35854,98168,82866,76183,23227,89405,40478,30563,7597,9576,960,6422,7228,1591,9295,7186,824,2967,3940,737,614,542,60,53,20,57
2025-02-07,70668,72071,18513,14659,22201,11766,74170,44453,97774,19867,102,9099,462,6891,7678,9905,1035,1468,4825,7224,958,914,841,48,12,64,22
2025-02-08,54528,17562,69417,1727,10557,62141,51584,27618,72213,39382,7718,9454,7062,8367,8712,1995,4763,7003,4060,8835,636,875,992,35,54,78,32
2025-02-09,64615,45929,4518,92980,27250,66054,77407,35092,43193,97358,5273,5132,7447,5319,1064,1863,8177,2759,6711,1484,670,741,929,14,42,74,25
2025-02-10,66686,60431,60942,75353,38807,82239,13001,3378,92809,29581,7608,7121,1392,6214,633,8957,3311,6232,1926,1080,967,728,790,33,20,60,32
2025-02-11,58978,88665,63874,24652,75563,6990,41549,50096,59844,2741,4329,1365,6557,3223,1054,5662,3431,6766,7796,4398,998,662,767,82,26,46,2
2025-02-12,94132,40013,44097,82562,9237,19208,85043,58817,75082,35786,9264,8248,889,8141,7458,7077,7605,7085,2920,4161,508,87,775,26,49,94,18
2025-02-13,97158,16677,23900,98532,31676,66940,88641,89468,19598,41158,1053,2737,9857,3257,2351,9995,6651,859,4476,7392,610,500,880,70,1,49,14
2025-02-14,51690,86998,94747,80525,77362,8547,76671,21537,92602,22798,8258,4994,4898,3779,6777,2689,8832,6524,956,5991,873,921,518,93,45,2,91
2025-02-15,75155,20665,14861,59563,64059,20433,92491,57777,73095,49673,2771,2542,555,7368,9935,9681,607,7914,971,6619,920,156,429,45,25,96,77
2025-02-16,25938,21726,10907,67099,24573,64009,34901,19835,81177,28129,2024,9847,5561,6356,2535,2328,1181,9547,6916,7642,736,92,533,84,10,95,16
2025-02-17,8798,4520,45962,95363,66687,24068,62122,87401,46231,75660,2242,1662,3524,9381,2087,9906,8084,9081,4,7757,719,948,891,93,19,44,71
2025-02-18,14180,72849,48029,28854,60877,8444,17077,78624,17200,68398,6904,3118,444,2961,5347,9519,6217,9938,2119,8413,617,257,235,61,37,2,51
2025-02-19,66521,14650,4939,89154,15164,64790,88284,37491,16296,39902,1994,4858,5188,555,2338,5933,4724,6046,663,3102,183,438,220,96,27,70,46
2025-02-20,69448,60965,14655,68654,62775,78292,15318,14053,2739,15643,196,6854,6812,6911,2396,3434,5547,9461,8322,8597,223,568,274,99,16,29,6
2025-02-21,18159,39067,16676,85871,59497,20396,56769,63568,79584,7619,2438,9709,3668,499,2182,9879,4847,3835,8308,464,575,450,89,96,84,47,65
2025-02-22,4104,4607,66189,2265,4875,32449,55146,95023,47149,67481,5080,7104,7867,2380,610,2954,7982,9136,7045,537,679,627,814,4,80,88,41
2025-02-23,72660,88904,93939,33741,1091,94691,36839,80758,58713,48337,3430,4479,3759,5727,4067,5770,8317,9126,5214,2158,691,537,493,94,4,36,43
2025-02-24,41066,64396,84825,27639,66992,71542,29531,65300,66618,76355,7455,2112,8808,1850,1039,9013,5847,2137,1991,9823,184,350,390,24,30,11,73
2025-02-25,95870,61433,98649,12065,21644,54136,48572,56027,69139,56142,2680,6524,7053,291,9267,5185,8306,7147,6375,8950,718,465,527,94,36,17,24
2025-02-26,45933,65435,74581,36044,88032,66141,90581,51599,24640,63862,6351,1125,1017,251,8523,840,5858,4698,7192,6080,650,677,890,95,16,91,69
2025-02-27,66228,1402,72081,40940,36147,16477,80504,90701,45942,76958,9604,5297,5766,7548,6538,4028,2986,9311,2682,6295,221,994,888,2,57,23,84
2025-02-28,41121,38258,14387,33928,10788,93378,34048,4008,54509,50951,5402,2553,6511,5848,134,5461,2799,4136,5191,7510,397,957,93,42,79,24,91
2025-03-01,83683,77268,72648,96979,99244,25583,61832,31898,4272,92845,8413,7481,8916,1294,4691,2401,2539,9327,5421,5368,917,953,61,52,94,28,25
2025-03-02,22165,90047,57379,10285,95281,32,8492,20939,83544,99946,4147,1418,2127,8249,3202,7190,6902,2675,623,3161,360,508,405,61,5,27,11
2025-03-03,84575,28908,31140,61052,40622,44137,47357,7048,34525,30787,5668,1124,2272,4432,6553,3912,9560,3947,2502,517,274,250,148,66,93,40,8
2025-03-04,86953,76787,505,48117,80681,1946,8310,56545,27742,99613,6839,5295,7491,3228,4072,7159,8741,1896,2165,9285,457,915,312,85,39,41,47
2025-03-05,70997,95181,4894,9002,91500,72647,22556,70646,82138,10053,2461,6766,5548,8159,9003,8067,7800,5255,4697,5330,858,266,948,12,98,76,63
2025-03-06,97177,18927,80393,81810,78267,73165,8109,90268,19240,67463,6326,3318,9495,5107,9427,7971,4306,92,1872,4140,963,367,588,14,50,85,46
2025-03-07,45272,84217,89868,50973,29516,65199,15932,87144,35490,42794,1561,2321,8132,2433,508,3362,1709,2880,7231,8615,523,472,518,12,38,69,16
2025-03-08,26689,2663,44250,63215,75544,64228,1352,65746,25931,81481,8425,3409,6222,727,7498,7202,7079,3920,57,6095,350,489,23,88,29,47,15
2025-03-09,59818,5279,19975,14431,63834,90195,79896,98478,24653,58070,3288,5342,5703,431,877,2339,9162,1884,8186,4841,240,832,878,23,83,77,54
2025-03-10,2761,282,40535,29443,99646,34772,97530,751,60598,96112,8985,2951,8776,3720,1655,4673,8345,5468,5239,1601,193,965,934,63,91,64,39
2025-03-11,31235,42157,56404,94492,60510,83332,77387,92525,68607,41543,6699,7359,2732,2305,7975,5788,7694,8061,244,6762,195,154,259,24,33,17,71
2025-03-12,80738,75919,32398,19173,18076,51501,33665,84534,58882,9047,8992,944,7760,3444,8699,6203,4784,9946,4267,6685,967,76,980,72,25,57,33
2025-03-13,60881,80549,86246,66179,45058,24723,28454,4939,90609,12629,7930,2796,1905,1270,5674,1233,1225,6653,8817,8716,256,902,496,15,46,88,69
2025-03-14,32069,56222,3974,68402,16121,44765,47197,66034,75267,43928,4670,4186,3688,7278,5238,7188,31,1764,9473,2058,151,999,908,44,26,45,24
2025-03-15,97404,5695,20901,29614,33004,41163,55522,84785,6810,41485,5911,9682,1161,5011,7879,1673,8599,379,5099,1649,674,62,957,60,32,13,77
2025-03-16,53850,27446,7668,20824,67255,72738,13179,97869,4866,85504,2130,6376,5425,5528,1583,5041,7064,8833,8071,5037,414,867,595,17,82,62,19
2025-03-17,37573,84764,22471,51407,356,47786,16138,69274,19161,61875,8886,7948,6859,5450,3199,9329,9271,4271,5875,3070,468,624,195,83,34,90,78
2025-03-18,48130,66421,73844,41421,62423,46621,17961,19630,55272,97320,9526,7565,2651,1660,9130,1718,4336,9548,9052,7386,119,731,59,63,26,78,6
2025-03-19,82163,74989,42963,17526,26760,70054,89995,40054,12754,20349,8890,5706,2356,2204,2350,6801,9645,7607,1835,3540,100,86,344,17,13,40,60
2025-03-20,44025,37697,15242,79057,5226,13883,81103,30037,55390,71825,4782,3605,5314,9268,2380,4954,4843,8579,6981,3164,158,605,534,75,71,37,83
2025-03-21,4036,71107,92363,65009,22586,1720,39431,58336,83992,46715,1103,2398,8353,3891,3539,5853,6367,8610,5836,4415,522,377,348,84,80,74,44
2025-03-22,67411,76269,9566,70821,29974,44691,53443,48589,71026,30438,9683,2509,1563,5848,5399,4431,701,461,2014,170,106,938,486,6,51,15,9
2025-03-23,98613,5469,56322,53829,13992,10472,1161,58978,53099,93353,2799,8482,4224,4547,1274,232,9548,1811,3153,4237,268,170,390,31,8,54,1
2025-03-24,91988,95219,44873,37375,94217,11534,73933,67129,3110,85210,3144,7961,3132,6643,7670,1491,9005,7119,2761,1503,511,882,662,44,68,85,54
2025-03-25,69409,35561,82144,76927,85403,35835,94779,52172,9915,95439,6305,571,7116,6524,5151,9127,6209,7435,5106,8766,290,993,716,68,69,2,89
2025-03-26,23518,83150,50718,86217,17768,52124,47959,70884,83919,99487,8865,5642,4531,1031,145,4793,2803,4602,175,9609,997,225,507,76,90,22,52
2025-03-27,50960,53125,45388,51962,60799,87933,2993,71487,56155,8416,921,2517,6916,8280,3687,3338,652,2092,1231,6085,774,454,485,45,31,61,6
2025-03-28,53412,65866,60556,15741,79469,13847,68419,95252,39357,91069,3634,4854,1153,3974,8743,4994,5712,9782,822,4028,921,844,756,92,14,88,19
2025-03-29,9761,53965,39937,64731,11267,95253,18563,74291,44688,16813,3280,7200,1742,7543,4363,2283,6676,8771,8225,6371,98,704,712,9,10,76,56
2025-03-30,80716,32409,15908,6416,75283,30643,80758,44780,90000,59349,7122,566,8891,2659,4325,2582,7009,5643,4215,1479,381,872,548,25,58,85,66
2025-03-31,97315,81167,47695,84725,5263,60101,20498,75273,12491,82219,4966,4484,217,4239,8857,2298,2243,3618,2447,9836,451,827,547,6,96,43,67
2025-04-01,13371,3039,9983,61824,34313,26081,14153,94015,53335,70889,2662,5431,1297,572,1806,8998,9678,688,8849,3281,552,429,121,25,90,33,65
2025-04-02,12033,81875,97200,45677,47558,68525,26993,15892,57485,76246,9001,595,564,3128,1680,8116,1206,4850,7437,9615,872,889,543,18,69,92,57
2025-04-03,37696,83636,47676,23805,88953,22977,92031,55734,46998,56240,9699,790,4119,564,3290,9880,8707,2621,2124,4308,671,682,307,78,53,60,98
2025-04-04,16409,33878,13931,64289,73102,55935,31078,69642,10694,34450,5644,7068,4197,2659,2365,7447,439,7294,4780,3974,702,935,765,69,23,9,40
2025-04-05,60687,79644,84840,72645,59904,76186,90190,34077,16214,80475,934,5460,2647,786,2307,9246,6208,4911,13,8988,418,782,424,12,85,7,21
2025-04-06,99779,55356,64985,40310,1946,39260,95906,45810,77966,36593,3751,965,2149,312,9302,8481,785,3709,4590,3381,395,603,140,52,97,72,27
2025-04-07,11965,48340,77981,34283,25198,28417,98555,35125,75915,49548,5721,6167,3394,9807,75,2558,449,5144,4297,7563,916,246,131,15,53,13,45
2025-04-08,85584,92460,94309,80339,38673,19343,39875,39135,73331,37241,3565,8493,599,1906,5105,4903,3889,2398,932,4145,925,792,328,9,49,47,62
2025-04-09,159,91760,74428,74019,40491,46915,68086,58335,18113,90856,9226,6463,4240,6222,6722,9480,1297,9896,5718,9018,889,416,313,52,17,42,38
2025-04-10,23147,63090,90267,60958,8080,74975,81776,60791,35047,49927,6617,7108,7035,2407,7988,6745,5814,8933,8037,8163,923,858,49,99,53,14,37
2025-04-11,75850,58053,41238,56310,13151,31467,36401,70032,99392,10677,3097,665,4427,7709,2531,9591,4107,5703,4065,8591,665,739,35,90,80,48,10
2025-04-12,3050,35364,93394,12040,83290,65979,17023,93628,63701,25814,8543,9045,8712,853,4344,5517,3208,7485,7646,9,532,42,744,82,52,60,70
2025-04-13,67860,29079,88928,66303,62213,92082,78387,48930,97552,87768,9010,2734,343,4768,3052,8811,9167,3996,6187,523,947,881,657,70,4,7,92
2025-04-14,46935,76071,8866,77999,28854,16105,81240,42422,16899,38673,2965,5032,6805,8755,7669,6117,1605,743,6632,8420,25,442,188,74,3,68,19
2025-04-15,68908,91676,18319,83976,27319,12559,62205,97157,55577,32890,8955,3111,2148,7486,2900,8986,5018,8671,5358,8858,209,904,79,37,35,91,0
2025-04-16,19409,43686,95698,11630,79516,26391,68013,27471,97978,34710,1339,1663,1679,296,481,7361,9785,7077,4530,8255,388,553,179,89,73,76,77
2025-04-17,36923,7843,75875,74635,57092,85483,82623,76533,70669,42113,162,3104,957,5557,7591,471,6016,169,7821,7845,238,932,164,3,53,54,78
2025-04-18,45992,56139,84594,30470,32425,49152,27463,29040,98816,64096,1595,8118,4806,2291,1094,8544,9311,5918,8130,1323,887,14,149,47,40,9,59
2025-04-19,59508,45905,48036,66057,75845,97356,62335,43342,43170,79373,8945,151,7533,7614,8277,3589,6842,1183,2559,5663,680,131,662,66,92,82,52
2025-04-20,24692,35550,60460,92338,38226,30643,82953,96627,24267,7143,5157,6348,6294,2944,4308,54,9700,2192,93,4250,120,953,787,54,15,87,0
2025-04-21,74906,76418,31723,37024,43406,83752,69055,95844,79164,64179,3982,4919,7233,1669,8706,2381,59,5539,4060,756,292,744,224,49,50,83,76
2025-04-22,95609,96558,64443,6818,36524,88678,73931,60844,69849,79878,3579,956,2232,9796,5292,1643,4774,4139,8077,5796,766,898,245,5,62,9,54
2025-04-23,74529,3639,6922,50756,87939,31477,94428,56698,3175,21603,2606,4366,2038,7630,6361,7606,9561,423,6445,338,954,419,615,79,42,55,92
2025-04-24,85514,73654,19350,1852,62179,91449,83036,53666,98211,50138,205,3087,9067,5584,9966,6257,7775,3848,2853,1526,382,305,904,60,56,71,54
2025-04-25,48177,59647,20415,23215,20284,33476,90743,4028,41596,46183,1012,223,4790,7278,7391,6809,5596,2770,1997,3368,833,104,782,13,66,12,41
2025-04-26,38497,5420,77564,30022,34158,28601,5813,52542,16434,69489,5903,5297,7048,4268,6129,1274,2306,2960,5841,5919,24,236,885,67,45,4,47
2025-04-27,27368,23908,68161,95882,10322,23315,74907,40681,14048,96963,9732,3557,2298,8543,2038,5749,1173,9149,1304,3284,386,210,833,57,48,49,28
2025-04-28,75140,16674,26182,65386,20994,95654,42069,63708,90138,39178,9561,8879,5035,9376,9932,6654,9505,7577,4218,1174,818,873,697,19,73,22,31
2025-04-29,77558,76621,5745,68001,49567,17498,44294,60415,63586,5602,3314,1724,1857,5460,1908,9456,4419,3442,926,7348,98,906,352,21,2,88,57
2025-04-30,53078,38822,93316,70828,20028,93965,76530,1948,44899,1191,6822,2507,6624,1906,9800,4549,685,4777,450,417,886,921,159,75,27,38,35
2025-05-01,15031,94271,10174,60744,84513,43477,48934,98091,4199,17789,9321,6923,8206,219,1709,2158,9079,4875,1474,2721,629,690,989,6,4,11,21
2025-05-02,72624,30110,84955,63236,71762,52244,90383,44939,25914,54592,6718,563,4190,9936,1368,5541,6945,3370,6437,7955,543,840,637,63,89,75,61
2025-05-03,97599,18557,37863,15837,94909,82388,20095,33109,10846,15543,7754,3461,8996,994,2984,4370,3207,2251,8186,5941,334,585,854,15,67,94,76
2025-05-04,78666,8264,95851,51319,2793,1209,42378,89957,13174,72424,6590,4383,5627,5751,7510,4566,6891,4252,8656,1027,233,65,606,40,53,63,92
2025-05-05,48513,77453,43477,35472,72742,59249,31475,74830,63517,36467,5139,6572,1289,1522,1433,1022,8504,5330,4489,8465,771,354,693,15,3,78,71
2025-05-06,22024,47421,54078,94032,4370,93445,44110,68245,26001,22618,2976,1999,2854,3419,2215,8874,9697,263,4585,1488,432,455,662,2,54,63,72
2025-05-07,45794,90210,83637,57560,10330,98990,5062,51140,74145,34759,2979,836,2110,6698,9301,9377,145,2218,6346,8707,258,933,342,37,80,49,11
2025-05-08,34102,83628,93572,68158,46418,87285,95438,99647,44082,6607,1633,3504,1936,1010,3835,6863,6256,5681,7070,8739,756,45,658,93,14,68,60
2025-05-09,62809,11870,67499,21131,95848,22778,41176,3643,17264,55674,8050,5156,6991,2974,5764,3841,8460,1063,2155,4622,569,981,973,72,9,75,58
2025-05-10,74022,1104,68869,8704,86863,16602,18908,13771,73806,14362,2494,7000,6119,4431,2238,5156,3862,4140,5065,3201,612,3,0,88,30,24,10
2025-05-11,177,52567,68101,82803,92176,37092,90348,31490,38131,57488,4886,5239,5431,5609,4704,2634,1557,8994,4244,2473,192,268,18,32,76,38,45
2025-05-12,62640,14561,53264,18044,20416,89008,2694,71579,54507,92330,3174,8928,1989,10,1571,7224,5336,7891,8676,5259,945,388,789,30,55,57,6
2025-05-13,53609,93499,58959,71774,9113,46454,41631,75651,84525,99578,4111,7277,6559,348,6996,9358,1872,3380,9306,6324,199,730,684,47,31,64,5
2025-05-14,70130,95232,64491,9749,43211,82166,58258,25755,96988,74736,4736,6566,8937,1046,6176,2834,5886,5740,4289,1645,661,962,541,80,76,18,9
2025-05-15,92768,4468,41631,56297,10650,80564,84057,22254,11164,50658,5824,5202,3723,8572,2280,3168,9878,7224,8131,9264,722,536,592,7,66,81,64
2025-05-16,27987,50566,36556,2620,84084,81082,21383,82811,3629,39655,625,2144,7783,32,5555,1526,2338,876,9404,578,357,669,682,99,4,91,52
2025-05-17,81936,31605,70586,7506,96068,91893,8181,72444,60898,67281,2057,5538,8140,4724,6428,1000,2645,5464,4113,8818,280,429,151,20,27,74,89
2025-05-18,21263,35824,24610,458,68122,77066,3067,54313,68530,36930,4950,6864,4202,5350,1380,5450,2851,8307,6205,1822,995,304,403,77,8,5,9
2025-05-19,132,97630,76905,32370,78322,73672,36449,58772,61466,45257,3698,3847,9931,5898,2065,533,872,3008,3425,2093,114,124,166,8,35,82,19
2025-05-20,71157,32908,31563,45772,87545,90688,7306,69763,16661,62354,8291,5881,6887,4376,7954,9050,5385,4830,2184,6319,673,226,499,19,47,80,34
2025-05-21,1318,91175,91903,88486,69815,25785,4382,21506,71116,8507,7050,9666,8469,9034,6158,8378,2496,209,7099,501,716,79,746,12,75,56,84
2025-05-22,61905,23990,45612,74430,73804,79246,38559,49844,82732,71563,8097,1046,9600,2310,8975,8875,855,6081,1318,7743,185,940,418,97,65,68,44
2025-05-23,93358,38874,25389,10920,48039,96933,13098,72171,90388,85723,353,9244,8369,2570,4471,7131,3707,2599,5354,5061,792,657,629,32,96,57,11
2025-05-24,87064,25478,5579,9881,94449,25089,16824,53878,11106,75300,7651,413,7523,8736,8295,9043,4378,4871,8091,5056,538,495,554,88,29,28,52
2025-05-25,64435,76145,18081,42268,41834,64594,94285,83209,56737,12928,8758,1730,4335,414,2515,1825,8060,9573,403,6094,761,756,166,8,51,35,25
2025-05-26,96768,1088,97194,14800,82007,2818,10799,31678,11741,90814,4769,4932,9841,5064,3927,8220,5531,1072,634,358,484,625,932,42,86,83,19
2025-05-27,93735,84193,28266,46345,99568,32674,30576,3693,32220,9852,7220,3060,1801,5251,7130,7278,8916,3626,272,3702,365,749,394,37,79,3,6
2025-05-28,27634,95953,63828,88926,10330,72375,95416,6622,41822,64937,3203,3000,8254,8382,4169,6955,4558,8003,529,358,984,873,568,52,33,98,37
2025-05-29,76901,49334,26013,65242,21603,83257,20797,17760,32822,70260,3787,5717,9080,8111,8127,9310,9653,6114,2105,5667,155,623,858,77,90,25,93
2025-05-30,75476,65206,49539,27171,55130,31079,51152,32275,88629,40537,7208,5287,9211,2898,3649,8471,8732,9988,3533,5032,369,719,344,41,4,95,64
2025-05-31,98585,98551,49899,53071,46248,93512,16572,39823,50594,11769,2511,770,6957,3715,8024,128,5067,208,7924,122,571,620,347,67,51,9,21
2025-06-01,55139,20690,74769,38063,13360,56508,32540,11058,34922,51401,7950,5978,8821,830,7190,2672,9858,3119,6093,37,842,981,511,21,58,83,30
2025-06-02,74268,58360,398,19382,22369,23814,32771,42198,18920,72976,5139,2250,9482,1186,2972,9974,4520,9120,7097,5040,239,645,274,11,12,94,84
2025-06-03,61194,47634,87077,41121,16245,4659,81887,11375,95659,4135,7802,6032,9180,4671,1168,7118,4097,7275,5982,3138,810,730,148,72,39,35,13
2025-06-04,37921,32098,76169,10479,86740,29697,17169,30664,85289,65955,8480,7522,2956,7471,3919,8723,1456,4640,3891,25,831,694,705,22,51,71,55
2025-06-05,81062,435,97168,2728,9121,20539,564,59713,59172,30057,4081,3673,6542,664,6497,4350,3535,541,1633,906,915,805,31,95,30,87,86
2025-06-06,44792,3608,86000,64720,57612,57854,79841,59139,79298,82797,8577,7362,4025,5012,9730,9389,6789,1850,9881,9201,237,234,22,20,41,76,19
2025-06-07,67142,7086,93134,69606,86057,32814,53612,19401,58367,93916,419,7118,3279,7158,8814,9538,314,3723,9201,4619,589,226,61,79,52,82,61
2025-06-08,67490,78576,48328,64774,9348,43608,22577,72099,50012,80967,6639,1018,1859,6446,3313,5410,8588,3226,4196,6847,302,803,952,1,80,17,41
2025-06-09,23488,96936,69805,31773,75081,23498,78036,19603,2229,2040,6776,8134,3045,363,3425,8140,7305,1112,4645,1552,141,227,715,31,62,44,23
2025-06-10,11139,95413,12086,20833,58186,51412,8662,99557,84156,53681,5,4841,4117,7213,9621,8386,7908,7022,475,3475,956,676,405,12,92,76,71
2025-06-11,57457,45535,51484,31610,77982,66356,44083,52749,80543,82109,7998,9998,4853,6521,3806,2731,2047,2385,132,2354,265,284,51,48,77,74,1
2025-06-12,37649,42991,9908,38599,22453,85088,78532,22109,28564,41867,7696,8940,1654,8755,6997,3566,1144,3502,7724,3609,773,603,900,43,10,34,36
2025-06-13,90402,5768,77894,92815,53421,19052,23519,27872,89226,48429,49,2432,4253,8353,9878,2918,124,3754,5922,6047,691,847,316,98,68,52,54
2025-06-14,59044,47746,20002,91667,90475,90417,10879,69549,15592,10813,2495,1611,3821,5558,2904,6607,5107,8844,4823,3516,283,804,195,25,2,92,61
2025-06-15,32099,22776,95300,2854,98097,48961,58881,38882,19897,69964,4813,1552,4144,3274,6834,5865,5508,1379,740,9399,233,903,43,29,75,21,0
2025-06-16,12456,41669,69019,63447,86133,77309,59221,29862,55591,1206,5886,6948,8808,1438,4701,370,2358,5573,7004,599,182,109,947,67,53,81,66
2025-06-17,10724,34039,84720,99572,28496,17168,77642,99311,83029,44158,3309,8205,4550,4299,5814,2946,2463,3178,3805,9532,526,102,754,24,7,85,69
2025-06-18,10682,58391,31757,1561,95119,73059,96818,72738,41421,73422,1877,858,8890,848,7043,3653,4796,3014,3580,2039,922,95,492,68,52,34,4
2025-06-19,76288,25710,94458,76805,66147,68140,51179,88650,88093,66542,6614,2113,5947,3124,9390,9466,5582,6565,3949,4904,65,50,144,15,56,10,3
2025-06-20,4906,11193,14470,31108,23635,94352,59998,31404,40599,7429,8595,2236,1223,1741,9171,4053,3147,9836,1934,9173,852,566,574,98,68,32,7
2025-06-21,4603,64170,48634,89446,6612,44307,38452,61703,60913,38510,1569,2451,9510,5147,6381,5785,3955,5788,5029,5239,515,206,661,31,2,95,58
2025-06-22,27301,84414,53608,57899,53334,5692,21955,8546,70544,19235,2853,8817,5854,1366,5574,7070,5276,6787,9529,3972,943,448,21,49,29,95,54
